product_id,brand_id,product_name,description,ingredients,highlights
pimprod2039314,2,Stay Put Liquid Lip Longwear Lipstick,"FeaturesWhipped, mousse-like texture delivers soft-focus matte color & ultra-comfortable wearTapered doe foot applicator for a seamless, smooth, mess-free applicationBenefitsBuildable color payoff in 12 neutral and bold shadesUltra-lightweight, high-comfort wearTransfer-proof for up to 12 hoursFormulated WithoutParabens","Red Flag: Isododecane, Barium Sulfate, Trimethylsiloxysilicate, Dimethicone, Mica, Polybutene, C26-28 Alkyl Dimethicone, Aluminum Hydroxide, Glyceryl Behenate/Eicosadioate, Kaolin, Trihydroxystearin, Disteardimonium Hectorite, Persea Gratissima (Avocado) Oil, Propylene Carbonate, Tocopheryl Acetate, Rosin / Colophonium / Colophane, Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140).","Clean Ingredients, Cruelty Free, Vegan, Give Back"
pimprod2039455,10,Infallible Matte Resistance Liquid Lipstick,"FeaturesTransfer and smudge resistant for an all-day longwear matte finishWith a lightweight feel, Infused with Hyaluronic AcidBold color payoff in one effortless swipe with precise applicatorAvailable in multiple irresistible shades, Find yours todayBenefitsInfused with Hyaluronic acid","Dimethicone, Isododecane, Trimethylsiloxysilicate, Nylon-611/Dimethicone Copolymer, Dimethicone Crosspolymer, C30-45 Alkyldimethylsilyl Polypropylsilsesquioxane, Lauroyl Lysine, Silica Silylate, Phenoxyethanol, Ethylhexyl Palmitate, Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone, Isopropyl Titanium Triisostearate, Trihydroxystearin, Benzyl Alcohol, Sodium Hyaluronate, Glucomannan, Parfum/Fragrance. May Contain: CI 77891/Titanium Dioxide, CI 15850/Red 7, CI 77491, CI 77492, CI 77499/Iron Oxides, CI 45380/Red 22 Lake, CI 45410/Red 28 Lake, CI 15985/Yellow 6 Lake, CI 19140/Yellow 5 Lake, CI 15850/Red 6, CI 42090/Blue 1 Lake. Fil N70028102/1.",
pimprod2039827,8,Ultra Blotted Lip,BenefitsMedium-coverageLightweight liquid formulaSoft diffused matte finishCreamy textureComfy feelLong-lastingKey IngredientsKadaku Plum is known to promote collagenSweet cherry oil is rich in antioxidantsYuzu smooths the look of lip linesJapanese Sumac helps reduce feathering,"Cyclopentasiloxane, Diisostearyl Malate, Kaolin, Trimethylsiloxysilicate, Caprylic/Capric Triglyceride, Polypropylsilsesquioxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Silica, Disteardimonium Hectorite, Methyl Methacrylate Crosspolymer, Dimethicone/Vinyltrimethylsiloxysilicate Crosspolymer, Alcohol Denat., Tocopherol, Terminalia Ferdinandiana Seed Oil, Prunus Avium (Sweet Cherry) Seed Oil, Citrus Tangerina (Tangerine) Peel Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Citrus Grandis (Grapefruit) Peel Extract, Citrus Junos Peel Extract, Citrus Clementina Fruit Extract, Hedychium Spicatum Extract, Zingiber Officinale (Ginger) Root Extract, Cucumis Melo Cantalupensis Fruit Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Vanilla Planifolia Fruit Extract, Caprylyl Glycol, Rhus Verniciflua Peel Wax, C30-45 Alkyl Cetearyl Dimethicone Crosspolymer, Hexylene Glycol, Ethylhexylglycerin, Phenoxyethanol, Flavor, C10-18 Triglycerides. May Contain: Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Mica (Ci 77019), Red 6 (Ci 15850), Red 6 Lake (Ci 15850), Red 7 (Ci 15850), Red 7 Lake (Ci 15850), Red 27 (Ci 45410), Red 27 Lake (Ci 45410), Red 28 (Ci 45410), Red 28 Lake (Ci 45410), Red 40 (Ci 16035), Red 40 Lake (Ci 16035), Titanium Dioxide (Ci 77891), Yellow 5 (Ci 19140), Yellow 5 Lake (Ci 19140).",Cruelty Free
pimprod2039945,8,Ultra Matte Lip,"BenefitsFull-coverageLightweight liquid formulaSuper matte finishLong-lastingComfy, flexible feelOne-swipe colour payoffKey IngredientsKadaku Plum is known to promote collagenSweet cherry oil is rich in antioxidantsYuzu smooths the look of lip linesJapanese Sumac helps reduce feathering","Isododecane, Alumina, Diisostearyl Malate, Trimethylsiloxysilicate, Diisopropyl Dimer Dilinoleate, Isohexadecane, Hydrated Silica, Disteardimonium Hectorite, Octyldodecanol, Citrus Aurantium Dulcis (Orange) Peel Extract, Citrus Grandis (Grapefruit) Peel Extract, Citrus Junos Peel Extract, Citrus Clementina Fruit Extract, Cucumis Melo Cantalupensis Fruit Extract, Hedychium Spicatum Extract, Citrus Tangerina (Tangerine) Peel Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Vanilla Planifolia Fruit Extract, Zingiber Officinale (Ginger) Root Extract, Tocopherol, Propylene Carbonate, Ethylene/Propylene/Styrene Copolymer, Diethylhexyl Syringylidenemalonate, Dibutyl Lauroyl Glutamide, Dibutyl Ethylhexanoyl Glutamide, Flavor, Hydrogenated Polydicyclopentadiene, Caprylic/Capric Triglyceride, Phenoxyethanol, Terminalia Ferdinandiana Seed Oil, Prunus Avium (Sweet Cherry) Seed Oil, Rhus Verniciflua Peel Wax, Caprylyl Glycol, Butylene/Ethylene/Styrene Copolymer, Ethylhexylglycerin, Hexylene Glycol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, C10-18 Triglycerides, Triethoxycaprylylsilane, Silica, Aluminum Hydroxide, Isopropyl Titanium Triisostearate, Bis-Peg-15 Dimethicone/Ipdi Copolymer, Peg-2 Soyamine. May Contain: Black 2 (Ci 77266), Bismuth Oxychloride (Ci 77163), Blue 1 (Ci 42090), Blue 1 Lake (Ci 42090), Bronze Powder (Ci 77400), Copper Powder (Ci 77400), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Mica (Ci 77019), Red 6 (Ci 15850), Red 6 Lake (Ci 15850), Red 7 (Ci 15850), Red 7 Lake (Ci 15850), Red 22 (Ci 45380), Red 27 Lake (Ci 45410), Red 28 (Ci 45410), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Red 40 Lake (Ci 16035), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140).",Cruelty Free
pimprod2040254,16,8H Matte Liquid Lipstick,"FeaturesQuick-drying liquid lipstick formulaColor intenseProvides an intense, velvety matte finishStays put for up to 8 hoursFormula feels light and comfortable on your lipsNo smudging or stainingFormulated WithoutAnimal by-productGlutenMicroplastic particlesParabensPreservativesSilicones","Pink Blush: Isododecane, Trimethylsiloxysilicate, Octyldodecanol, Dimethicone, Tribehenin, Pentaerythrityl Tetraisostearate, Silica, Mica, Kaolin, Dimethicone/Vinyl Dimethicone Crosspolymer, Disteardimonium Hectorite, Talc, Diisostearyl Malate, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Parfum (Fragrance), CI 15850 (Red 7 Lake), CI 42090 (Blue 1 Lake), CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide).","Clean Ingredients, Cruelty Free, Vegan, Give Back"
pimprod2040428,38,SatinAllure Lipstick,"BenefitsCreamy, Blendable TexturesUse Wet or DryFeaturesSatin Shine FinishCool and Warm ShadesKey IngredientsBotanical CollagenPassion Fruit Extract","Polybutene, Caprylic/Capric Triglyceride, Polyethylene, Microcrystalline Wax / Cera Microcristallina / CIre Microcrystalline, Dicalcium Phosphate, Stearalkonium Hectorite, Propylene Carbonate, Cocoyl Hydrolyzed Collagen, Passiflora Edulis Seed Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Mica, Tocopherol. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090), Red 28 Lake (CI 45410), Red 7 (15850), Yellow 5 Lake (CI 19140), Red 6 (CI 15850).",
pimprod2040430,38,MatteTrance Lipstick,"BenefitsOne-Swipe CoverageWeightless, Cushiony FeelFlexible and AdherentFeaturesUltra-Vivid ColourOil-Infused Powder","Omi: Isononyl Isononanoate, Aluminum Starch Octenylsuccinate, Mica, Polybutene, Polyethylene, Dicalcium Phosphate, Paraffin, Polyhydroxystearic Acid, Synthetic Wax, Copernicia Cerifera (Carnauba) Wax / Cera Carnauba / Cire De Carnauba, Hydrogenated Soybean Oil, Stearic Acid, Microcrystalline Wax / Cera Microcristallina / Cire Microcristalline, Bis-Diglyceryl Polyacyladipate-2, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Squalane, Caprylic/Capric Triglyceride, Kaolin, Stearalkonium Hectorite, Propylene Carbonate, Nylon-12. May Contain: Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 6 (CI 15850), Red 7 Lake (CI 15850), Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985).",
pimprod2040564,62,Mouth Cloud Soft Matte Lip Cream,"BenefitsNourishing matte coverageWhipped, airy textureSoft blur effectFeaturesCap, collar & vial are made with 30% post-consumer recycled materials","Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Silica Dimethyl Silylate, Isododecane, Diphenyl Dimethicone, Methyl Trimethicone, Glycerin, Polyisobutene, Diphenylsiloxy Phenyl Trimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Trimethylsiloxysilicate/Dimethiconol Crosspolymer, Butyl Acrylate/Hydroxypropyl Dimethicone Acrylate Copolymer, Boron Nitride, Diphenyl Dimethicone/Vinyl Diphenyl Dimethicone/Silsesquioxane Crosspolymer, Tricalcium Phosphate, Dimethiconol, Phenoxyethanol, Ethylhexylglycerin, Diisostearyl Malate, Triethoxycaprylylsilane, Yellow 6 (CI 15985), Red 6 (CI 15850), Red 7 (CI 15850), Iron Oxides (CI 77492), Yellow 5 (CI 19140), Iron Oxides (CI 77499).","Clean Ingredients, Cruelty Free, Vegan, Sustainable Packaging Brand"
pimprod2040581,31,Full,"BenefitsWeightless, vibrant full color in 1 swipeEasy to apply, formula glides on smoothlyNon-drying, comfortable wearBleed & feather-resistantFeatures94% of users felt lips were smoother, softer & hydrated*94% of users said lips were more defined*88% of users said their lips looked fuller & more plumped**Based on a consumer test with 32 womenKey IngredientsSpecialized pure pigments with rich, vibrant colorHyaluronic filling spheres instantly hydrate, smooth & plump lipsPlumping biomimetic peptides help stimulate collagen & are clinically shown to moisturize lips and make them smoother, firmer and better definedRich butters & oils, rich in fatty acids to help moisturize and condition","Juicy Peach: Ricinus Communis (Castor) Seed Oil, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Pentaerythrityl Tetraisostearate, Synthetic Wax, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Polybutene, Hydrogenated Microcrystalline Wax, Menthol, Flavor/Aroma, Helianthus Annuus (Sunflower) Seed Wax, Dicalcium Phosphate, Synthetic Fluorphlogopite, Silica Silylate, Disteardimonium Hectorite, Menthyl Lactate, Tribehenin, Tocopheryl Acetate, Hydrolyzed Sodium Hyaluronate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Saccharin, Sorbitan Isostearate, Sodium Hyaluronate, Hydrogenated Castor Oil, Persea Gratissima (Avocado) Oil, Palmitoyl Hexapeptide-12, Limonene. May Contain/Peut Contenir (+/-): Red 7 Lake (Ci 15850), Iron Oxides (Ci 77491, Ci 77492), Yellow 5 Lake (Ci 19140), Blue 1 Lake (Ci 42090), Titanium Dioxide (Ci 77891), Yellow 6 Lake (Ci 15985).",
pimprod2040787,54,Sheer Slick Lipstick,"BenefitsEasy-to-wear sheer lip color with a shiny finishSmooth, balmy formula hydrates lipsAvailable in e.l.f.'s most popular shade, Black CherryInfused with Meadowfoam seed oil & vitamin E100% vegan, cruelty-free & Leaping Bunny CertifiedKey IngredientsMeadowfoam seed oilVitamin EFormulated WithoutPhthalatesParabensNonylphenol ethoxylatesTriclosanTriclocarbanHydroquinone","Tridecyl Trimellitate, Octyldodecanol, Diisostearyl Malate, Isononyl Isononanoate, Polyglyceryl-2 Isostearate/Dimer Dilinoleate Copolymer, Pentaerythrityl Tetraisostearate, Synthetic Wax, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Microcrystalline Wax, Triethylhexanoin, Ozokerite, Limnanthes Alba (Meadowfoam) Seed Oil, Hydrogenated Coco- Glycerides, Phenoxyethanol, Tocopheryl Acetate. May Contain: Black Iron Oxide (CI 77499), Red Iron Oxide (CI 77491), Yellow 6 Lake (CI 15985), Red 7 Lake (CI 15850), Red 6 Lake (CI 15850).","Cruelty Free, Vegan"
pimprod2040908,35,ColorLuxe Hydrating Cream Lipstick,"BenefitsHighly pigmented lip color for bold payoff.Smooth, satin finish.Creamy, no-tug texture.Rich-yet-weightless feel.Always cruelty-free.Key IngredientsCocoa Butter is a natural antioxidant and moisturizer known for its restorative properties that helps to protect lips and keep them hydrated.Portulaca Pilosa Extract is rich in omega-3 fatty acids and has been shown to soothe skin and support collagen production for a more supple appearance.Sunflower Seed Oil contains high quantities of vitamin E and helps to protect and nourish lips while supporting the skin's ability to retain moisture.","Bordeaux: Ricinus Communis (Castor) Seed Oil, Octyldodecanol, Euphorbia Cerifera(Candelilla) Wax, Bis-Diglyceryl Polyacyladipate-2, Polyglyceryl-10Pentaisostearate, Oryza Sativa (Rice) Bran Wax, Polyhydroxystearic Acid, Cetearyl Ethylhexanoate, Oryza Sativa (Rice) Bran Extract, Ethylhexyl Palmitate, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Helianthus Annuus (Sunflower) Seed Extract, Sorbitan Isostearate, Tocopherolrosmarinus Officinalis (Rosemary) Leaf Extract, Portulaca Pilosa Extract, Ascorbyl Palmitate, Sucrose Cocoate, Palmitoyl Tripeptide-1, Palmitoyltripeptide-38, Mica (CI 77019). May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77492, 77491, 77499), Red 28 Lake (CI 45410), Red 7 Lake (CI 15850), Red 6 (CI 15850), Red 30 Lake (CI 73360), Red 22 Lake (CI 45380).","Clean Ingredients, Cruelty Free, Sustainable Packaging Brand"
pimprod2041397,47,Famous Lipcolor Matte Lipstick,"BenefitsFamous Lipcolor Lipstick by Rabanne perfects your lip signature with high-impact colorCreamy, weightless texture hydrates the lips for 8 hoursPioneering vegan makeup formula is enriched with pomegranate, containing 90% ingredients of natural origin, offering up to 12 hours of lasting comfort & 8-hour color vibrancy and effectFeaturesVeganClean ingredients12 hours of lasting comfort8 hours of color vibrancyResearch Results93% said this lipstick is a highly pigmented matte stick with a vibrant color & smooth texture*93% said the lipstick leaves a matte finish*97% said the lipstick leaves a vibrant color on lips (matte)*93% said the product coats the lips with a smooth texture (matte)**Consumer test on 30 panelists","Let Me Take a Selfie: Caprylic/Capric Triglyceride, Polyglyceryl-2 Tetraisostearate, Dimer Dilinoleyl Dimer Dilinoleate, Squalane, Lauroyl Lysine, Hydrogenated Vegetable Oil, Silica, Copernicia Cerifera (Carnauba) Wax, Helianthus Annuus (Sunflower) Seed Wax, Sodium Potassium Aluminum Silicate, Kaolin, Dicalcium Phosphate, Stearalkonium Bentonite, Synthetic Wax, Propylene Carbonate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Parfum (Fragrance), Punica Granatum Pericarp Extract, Rubus Idaeus (Raspberry) Leaf Extract, Vitis Vinifera (Grape) Fruit Extract, Linalool, Geraniol, Limonene, Benzyl Alcohol. May Contain: CI 15850 (Red 7 Lake), CI 15985 (Yellow 6 Lake), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 19140 (Yellow 5 Lake), CI 77891 (Titanium Dioxide), CI 42090 (Blue 1 Lake), CI 45410 (Red 28 Lake).","Clean Ingredients, Vegan"
pimprod2041398,47,Famous Lipcolor Metallic Lipstick,"BenefitsFamous Lipcolor Lipstick by Rabanne perfects your lip signature with high-impact colorIt comes in two finishes: shine-bright metallic or vibrant matteProvides intense & vibrant colors with high coverageCreamy, weightless texture hydrates the lips for 8 hoursPioneering vegan makeup formula is enriched with pomegranate, containing 90% ingredients of natural origin, offering up to 12 hours of lasting comfort & 8-hour color vibrancy and effectFeaturesVeganClean ingredients12 hours of lasting comfort8 hours of color vibrancyResearch Results93% said this lipstick is a highly pigmented matte stick with a vibrant color & smooth texture*94% said the lipstick is soft on lips (metallic)**Consumer test on 30 panelists","Metal Blossom: Caprylic/Capric Triglyceride, Polyglyceryl-2 Tetraisostearate, Silica, Squalane, Dimer Dilinoleyl Dimer Dilinoleate, Helianthus Annuus (Sunflower) Seed Wax, Mica, Dicaprylyl Ether, Copernicia Cerifera (Carnauba) Wax, Dicalcium Phosphate, C10-18 Triglycerides, Sodium Potassium Aluminum Silicate, Stearalkonium Bentonite, Synthetic Wax, Propylene Carbonate, Tin Oxide, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Parfum (Fragrance), Punica Granatum Pericarp Extract, Tocopherol, Rubus Idaeus (Raspberry) Leaf Extract, Vitis Vinifera (Grape) Fruit Extract, Calcium Aluminum Borosilicate, Aluminum Calcium Sodium Silicate, Calcium Titanium Borosilicate, Alumina, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Linalool, Geraniol, Limonene, Benzyl Alcohol. May Contain: CI 77891 (Titanium Dioxide), CI 45410 (Red 28 Lake), CI 15850 (Red 6), CI 15850 (Red 7 Lake), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 42090 (Blue 1 Lake), CI 19140 (Yellow 5 Lake).","Clean Ingredients, Vegan"
pimprod2041664,22,Matte Lip Crayon,"BenefitsLightweight formula makes it comfortable to wearProvides a smudge-resistant, soft-matte finish that doesn't featherBlurs lip lines while leaving you with a fuller-looking poutLightweight, velvet-soft texture glides on effortlesslyDelivers highly pigmented, one-swipe rich color payoffRetractable stick component for precise application without sharpeningFeaturesClean*, Vegan**, Cruelty Free, Gluten FreeDoes not contain animal oils, parabens or gluten, along with a long list of over 1,600 other potentially harmful and irritating ingredients.","Isododecane, Octyldodecanol, Trimethylsiloxysilicate, Caprylyl Methicone, Polyethylene, Synthetic Wax, Ceresin, Cellulose, Cetearyl Ethylhexanoate, Cera Microcristallina/Microcrystalline Wax/Cire Microcrystalline, Disteardimonium Hectorite, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Propylene Carbonate, Rosmarinus Officinalis (Rosemary) Leaf Extract, Sorbitan Isostearate, Dimethiconol, Portulaca Pilosa Extract, Aqua/Water/Eau, Sucrose Cocoate, Alcohol, Palmitoyl Tripeptide-38, [+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090)].","Clean Ingredients, Vegan"
pimprod2041718,6,Powder Kiss Velvet Blur Slim Lipstick,"BenefitsMoisturizes lips immediately and over timeLips are more smooth and supple with continued useImmediately reduces appearance of lip linesProvides color-true wear, 12 hoursNon-bleeding, 12 hoursNon-feathering, 12 hoursSettle- and crease-resistant, 12 hoursNon-flaking, 12 hoursFade-resistant, 12 hourFeaturesMega-bold matte lipstick colorUltra-weightless velvety feelMoisture-infused formulaThe more you Powder Kiss, the softer, smoother, suppler your lips will beFormulated WithoutAnimal Derived IngredientsFormaldehyde and its agentsMineral oilParabensPhthalatesSodium lauryl SulfateSodium Laureth SulfateTriclosanTriclocarbanSulfite","Dimethicone, Hydrogenated Polyisobutene, Cetearyl Ethylhexanoate, Dicalcium Phosphate, Microcrystalline Wax\Cera Microcristallina\Cire Microcristalline, Caprylic/Capric Triglyceride, Polyethylene, Dimethicone/Vinyl Dimethicone Crosspolymer, Trimethylolpropane Triisostearate, Ethylhexyl Isononanoate, Silica, Kaolin, Synthetic Wax, Bis-Diglyceryl Polyacyladipate-2, Sodium Hyaluronate, Stearalkonium Hectorite, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Copernicia Cerifera (Carnauba) Wax\ Copernicia Cerifera Cera \Cire De Carnauba, Mica, Propylene Carbonate, Vanillin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Bht, [+/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 21 (CI 45380), Red 30 (CI 73360), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)]",
pimprod2041746,6,Locked Kiss 24HR Lipstick,"BenefitsKissproof and waterproof lipstick​Transfer-resistant​Mask-friendly; long-wearing, smudge- and transfer-resistant24 hours long-wearing​24 hours colour-true​24 hours smudge-resistant​24 hours band feather-resistant​24 hours non-caking​Flake- and crease-resistantNo skipping, no dragging and no touch-ups neededKey IngredientsPassion Fruit Oil: Conditions lips for a comfortable, next-to-naked feel.","Dimethicone, Synthetic Wax, Trimethylsiloxysilicate, Octyldodecanol, Ethylene/Propylene Copolymer, Passiflora Edulis Seed Oil, Polyhydroxystearic Acid, Silica, Disteardimonium Hectorite, Flavor (Aroma), \[+/- Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Manganese Violet (CI 77742), Red 6 (CI 15850), Red 21 (CI 45380), Red 30 (CI 73360), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)\] \",
pimprod2041876,34,Match Stix Color,BenefitsReacts to your skin's natural chemistry to create a customized shade that's true to youRefreshing to the touch with a soft dewy finishFeels nourishing and moisturizingApplies and blends evenly + smoothlyCan be used alone or layered effortlessly over makeup,"Octyldodecanol, Octyldodecyl Neopentanoate, Dibutyl Lauroyl Glutamide, Dibutyl Ethylhexanoyl Glutamide, Silica, Caprylyl Glycol, Tocopheryl Acetate, Mica, Red 27 (CI 45410).",Cruelty Free
pimprod2041917,9,Cloud Kiss Matte Lip Cream,"BenefitsSoft blurred matte finishFull coverageBlurring, filter-like effect on the lipsButtery, soft feelFeaturesPackaging vial & rod made from 50% Post-Consumer Recycled (PCR) plasticProudly cruelty free with clean ingredientsKey IngredientsVitamin E helps to condition and soften lips","Dimethicone, Dimethicone Crosspolymer, C9-12 Alkane, Diisostearyl Malate, Trimethylsiloxysilicate, Silica, Coco-Caprylate/Caprate, Benzoic Acid, Vanillin, Tocopheryl Acetate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate. MAY CONTAIN (+/-): Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 6 (CI 15850), Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.","Clean Ingredients, Cruelty Free, Give Back"
pimprod2042129,7,Cake Batter Liquid Lipstick,BenefitsNon-dryingComfortable and moisturizing throughout the dayNo flaking or crumblingLong-lastingVeganGluten-freeSmells sweet (like cake batter)Paraben-freeNut-freeSoy-freeGMO-freeFeatures1x TIME Magazine Best Invention of the Year2x Allure Best of Beauty Award1x Essence Best in Black Beauty1x Harper’s Bazaar Icon Award1x Nylon Beauty Hit List Award1x Glamour Best of Clean Award1x Self Magazine Health Beauty AwardKey IngredientsAvocado Oil: To promote collagen in the skin and lock in moistureVitamin E: To help prevent UV damage and toxic pollutants to the skin,"Trimethylsiloxysilicate, Isododecane, Silica, Mica, Polyhydroxystearic Acid, Vp/Eicosene Copolymer, Isononyl Isononanoate, Dimethicone, Flavor (Aroma), Glyceryl Behenate, Isopropyl Myristate, Hydrogenated&Nbsp; Polycyclopentadiene, Disteardimonium Hectorite, Polyethylene, Propylene Carbonate, Isopropyl Titanium Triisostearate, Stearalkonium Hectorite, Triethoxycaprylylsilane, Caprylyl Glycol, Ethylhexylglycerin, Persea Gratissima (Avocado) Oil, Tocopheryl Acetate, Coumarin. May Contain: +/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Yellow 5 Lake (CI 19140), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410).","Clean Ingredients, Cruelty Free, Vegan, Give Back"
pimprod2042264,37,Beyond Jelly Lipstick,"FeaturesThe lip hugging formula doesn't bleed and it melts perfectly with the color of your lips through different levels of saturation, in a buildable coverage from sheer to medium.The gliding balmy application, together with extraordinary comfort, makes you instantly fall in love: it's hard to stop applying it!BenefitsIrresistible glazed finish that enhances any lips.Plumped looking lips from the very first application.Rich in lip caring ingredients.Available in 10 iconic, gorgeous to wear shades.Key IngredientsCeramide NP: This special ceramide, which is obtained by biofermentation, is a lipid identical to those already present in the skin. It significantly helps to improve the skin barrier and makes the lips look healthier and more toned, promoting their hydration.Portulaca Pilosa Extract: Also known as ""kiss me quick"" is a botanical extract that improves the appearance and well-being of the lips, creating greater softness, hydration and volume.Tripeptide-38: Is a peptide known for its properties that stimulate the synthesis of collagen, hyaluronic acid and elastin, giving the skin a healthier and plumper appearance.","Blooming: Bis-Diglyceryl Polyacyladipate-2, Diisostearyl Malate, Polybutene, Synthetic Wax, Octyldodecanol, Synthetic Fluorphlogopite, Dicalcium Phosphate, Synthetic Beeswax, Ceramide Np, Helianthus Annuus (Sunflower) Seed Oil, Portulaca Pilosa Extract, Palmitoyl Tripeptide-38, Disteardimonium Hectorite, Cetearyl Ethylhexanoate, Tocopherol, Propylene Carbonate, Sorbitan Isostearate, Sucrose Cocoate, Aroma / Flavor. May Contain: CI 77499 (Iron Oxides), CI 42090 (Blue 1 Lake), CI 15850 (Red 7 Lake).Please be aware that ingredient lists are subject to change from time to time. For the most up to date lists of ingredients, please refer to your product packaging.","Cruelty Free, Vegan"
pimprod2042885,50,Unlocked Soft Matte Lipstick,BenefitsWeightless formula glides on seamlesslyLip-conditioning ingredients prime and smooth lipsDoes not feather or bleedSleek gold magnetic case is embossed with the Unlocked symbolCustom bullet shape allows for precise applicationVegan and cruelty-freeResearch ResultsBased on a US Consumer Study of 30 participants:97% said product is easy to apply and comfortable on lips94% said product has full coverage color payoffFormulated WithoutParabensSulfatesPhthalatesMineral oilGluten,"Sparrow 350: Dimethicone, Caprylic/Capric Triglyceride, Polyglyceryl-2 Triisostearate, Synthetic Wax, Octyldodecanol, Polysilicone-11, Polyhydroxystearic Acid, Trimethylsiloxysilicate, Diisostearyl Malate, Silica, Synthetic Beeswax, Disteardimonium Hectorite, Sorbitan Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera, Propylene Carbonate, Fragrance/Parfum, Aluminum Hydroxide, Methicone, Red 7 Lake (CI 15850), Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891).*Ingredient lists and claims may change or vary from time to time as part of our commitment to innovation and maintaining global compliance. Please refer to the ingredient list on the product packaging you receive to ensure the ingredients are suitable for your personal use.","Cruelty Free, Vegan"
